"location_id","name","display_name","territorial_group","previous_location_type","location_type","is_operational","address_line_1","address_line_2","postal_code","city","country","full_address","latitude","longitude","address_status","source_label","source_url","second_source_label","second_source_url","verified_at","notes"
"medoc-castelnau-de-medoc","Castelnau-de-Médoc","Castelnau-de-Médoc","medoc","sdisStation","sdisStation","true","18 rue de la Fontaine","CIS CASTELNAU MÉDOC","33480","Castelnau-de-Médoc","France","18 rue de la Fontaine, 33480 Castelnau-de-Médoc, France","45.027783","-0.796398","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Mairie de Castelnau-de-Médoc - annuaire : Amicale des sapeurs pompiers, rue de la Fontaine, 33480 Castelnau-de-Médoc","https://www.mairie-castelnau-medoc.fr/annuaires/","2026-07-29","Numéro 18 confirmé par la BAN (18 Rue de la Fontaine 33480 Castelnau-de-Médoc) , voie confirmée par la mairie et par OpenStreetMap (way 192517856)."
"medoc-carcans-hourtin","Carcans / Hourtin","Carcans / Hourtin","medoc","sdisStation","sdisStation","true","2 route de Hourtin","Route départementale D3 - CIS CARCANS","33121","Carcans","France","2 route de Hourtin, 33121 Carcans, France","45.079919","-1.045729","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Annuaire officiel des entreprises et associations (recherche-entreprises.api.gouv.fr) - Amicale des sapeurs-pompiers de Carcans, CASERNE 2 ROUTE D'HOURTIN 33121 CARCANS","https://recherche-entreprises.api.gouv.fr/search?q=amicale+sapeurs+pompiers+Carcans","2026-07-29","Adresse validée par la BAN (2 Route d'Hourtin 33121 Carcans, à 19 m de l'emprise OSM). Le groupement territorial Nord-Ouest désigne l'unité 'CIS HOURTIN/CARCANS' , le SDIS 33 publie deux implantations distinctes : Carcans (2 route de Hourtin 33121) et Hourtin (1 rue Alain Cassagne 33990). Adresse retenue : celle du CIS cité en premier dans la liste de l'application (Carcans)."
"medoc-lacanau","Lacanau","Lacanau","medoc","sdisStation","sdisStation","true","24 avenue du Lac","CIS LACANAU - second accès référencé 9 rue Pierre Lavergne","33680","Lacanau","France","24 avenue du Lac, 33680 Lacanau, France","44.978772","-1.082872","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Base Adresse Nationale (api-adresse.data.gouv.fr) - 24 Avenue du Lac 33680 Lacanau","https://api-adresse.data.gouv.fr/search/?q=24+avenue+du+Lac+33680+Lacanau","2026-07-29","Le SDIS 33 précise deux accès pour la même caserne : 24 avenue du Lac (DK 138) et 9 rue Pierre Lavergne (DK 132), les deux adresses existant en BAN. OpenStreetMap confirme la voie (way 106330729, Avenue du Lac). Le registre des associations mentionne '24 bd du Lac' pour les JSP : la BAN ne connaît que 'Avenue du Lac' à ce numéro."
"medoc-lesparre-medoc","Lesparre-Médoc","Lesparre-Médoc","medoc","sdisStation","sdisStation","true","72-74 rue du Docteur Schweitzer","CIS LESPARRE-MÉDOC - site également occupé par l'état-major du Groupement Territorial Nord-Ouest","33340","Lesparre-Médoc","France","72-74 rue du Docteur Schweitzer, 33340 Lesparre-Médoc, France","45.310413","-0.922122","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Annuaire SDIS - SDIS Gironde (33) unités territoriales : GROUPEMENT TERRITORIAL NORD-OUEST, 72 rue du docteur Schweitzer, 33340 LESPARRE","https://www.annuaire-sdis.fr/sdis/gironde/groupements","2026-07-29","Adresse validée par la BAN (72 Rue du Docteur Schweitzer 33340 Lesparre-Médoc, à 43 m de l'emprise OSM way 925703829). Le SDIS 33 publie '72/74 rue du Docteur Schweitzer'."
"medoc-pauillac","Pauillac","Pauillac","medoc","sdisStation","sdisStation","true","31 avenue du Maréchal Leclerc","Route départementale D206E1 - CIS PAUILLAC","33250","Pauillac","France","31 avenue du Maréchal Leclerc, 33250 Pauillac, France","45.197832","-0.757017","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Annuaire officiel des entreprises et associations (recherche-entreprises.api.gouv.fr) - Association des jeunes sapeurs pompiers du Centre Médoc, CENTRE DE SECOURS DE PAUILLAC 31 RUE DU GEN LECLERC 33250 PAUILLAC","https://recherche-entreprises.api.gouv.fr/search?q=pompiers&code_commune=33314","2026-07-29","DOUBLON DÉTECTÉ dans la liste source de l'application : Pauillac apparaît aussi dans le groupe Haute Gironde - un seul CIS Pauillac existe réellement, rattaché au groupe Médoc/Groupement Nord-Ouest , l'entrée Haute Gironde est probablement une erreur de saisie à corriger dans l'app. Rattachement au Groupement Territorial Nord-Ouest (état-major à Lesparre) confirmé par l'Annuaire SDIS (https://www.annuaire-sdis.fr/sdis/gironde/groupements). Variante d'odonyme : la mairie de Pauillac et le registre des associations écrivent '31 rue du Général Leclerc' , la BAN et le SDIS 33 retiennent '31 Avenue du Maréchal Leclerc' (même bâtiment, coordonnées identiques). Source communale : https://www.pauillac-medoc.com/fr/pauillac-ma-ville/commerces-zone-dactivites/secours/"
"medoc-soulac-sur-mer-le-verdon","Soulac-sur-Mer / Le Verdon","Soulac-sur-Mer / Le Verdon","medoc","sdisStation","sdisStation","true","1-3 rue Olivier Guinet","CIS SOULAC","33780","Soulac-sur-Mer","France","1-3 rue Olivier Guinet, 33780 Soulac-sur-Mer, France","45.507973","-1.121367","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Annuaire officiel des entreprises et associations (recherche-entreprises.api.gouv.fr) - Section des jeunes sapeurs-pompiers de la Pointe du Médoc, CENTRE DE SECOURS 1 RUE OLIVIER GUINET 33780 SOULAC-SUR-MER","https://recherche-entreprises.api.gouv.fr/search?q=pompiers&code_commune=33514","2026-07-29","Adresses 1 et 3 rue Olivier Guinet validées en BAN , emprise confirmée par OpenStreetMap (way 192406592, Centre d'incendie et de secours de Soulac/Le Verdon). Le SDIS 33 exploite un CIS LE VERDON distinct, 70 cours de la République 33123 Le Verdon-sur-Mer - une seule adresse retenue ici, celle du CIS cité en premier (Soulac)."
"medoc-vendays-montalivet","Vendays-Montalivet","Vendays-Montalivet","medoc","sdisStation","sdisStation","true","3 passage des Pompiers","CIS VENDAYS MONTALIVET","33930","Vendays-Montalivet","France","3 passage des Pompiers, 33930 Vendays-Montalivet, France","45.354594","-1.059399","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Annuaire officiel des entreprises et associations (recherche-entreprises.api.gouv.fr) - Amicale sapeurs pompiers Vendays Montalivet, CASERNE DES POMPIERS 3 PAS POMPIERS 33930 VENDAYS-MONTALIVET","https://recherche-entreprises.api.gouv.fr/search?q=amicale+sapeurs+pompiers+Vendays","2026-07-29","Adresse validée par la BAN (3 Passage des Pompiers 33930 Vendays-Montalivet, à 14 m de l'emprise OSM way 258524163)."
"southgironde-belin-beliet","Belin-Béliet","Belin-Béliet","southGironde","sdisStation","sdisStation","true","8 place de l'Église","Caserne des pompiers (CIS Belin-Béliet)","33830","Belin-Béliet","France","8 place de l'Église, 33830 Belin-Béliet, France","44.49363","-0.79066","verified_cross_source","Annuaire des Entreprises / API recherche-entreprises (données SIRENE-RNA) - AMICALE DES SAPEURS-POMPIERS DU CENTRE DE SECOURS DE BELIN, siège ""CASERNE DES POMPIERS 8 PLACE DE L'EGLISE 33830 BELIN-BELIET""","https://recherche-entreprises.api.gouv.fr/search?q=amicale%20sapeurs%20pompiers%20Belin-Beliet&departement=33","Base Adresse Nationale (géocodage IGN/BAN) - 8 Place de l'Eglise 33830 Belin-Béliet","https://data.geopf.fr/geocodage/search/?q=8%20place%20de%20l%20Eglise%2033830%20Belin-Beliet","2026-07-29","Recoupement OSM way 968595774 ""Centre d'incendie et de secours de Belin-Beliet"" (operator SDIS 33), centroïde à 33 m du point BAN. Groupement officiel SDIS 33 = GT Sud-Ouest (le libellé ""Sud Gironde"" est un regroupement propre à InterfaceRecup33)."
"southgironde-cestas","Cestas","Cestas","southGironde","sdisStation","sdisStation","true","2 chemin de la Croix d'Hins","Centre d'incendie et de secours de Cestas","33610","Cestas","France","2 chemin de la Croix d'Hins, 33610 Cestas, France","44.74337","-0.68797","verified_cross_source","Annuaire des Entreprises / API recherche-entreprises (SIRENE-RNA) - AMICALE DES SAPEURS POMPIERS DU CENTRE DE SECOURS DE CESTAS, siège ""CENTRE DE SECOURS 2 CHEMIN DE LA CROIX D'HINS 33610 CESTAS""","https://recherche-entreprises.api.gouv.fr/search?q=amicale%20sapeurs%20pompiers%20Cestas&departement=33","Base Adresse Nationale - 2 Chemin de la Croix d'Hins 33610 Cestas","https://data.geopf.fr/geocodage/search/?q=2%20chemin%20de%20la%20Croix%20d%27Hins%2033610%20Cestas","2026-07-29","Recoupement OSM way 179274982 (operator SDIS 33), centroïde à 19 m de l'adresse BAN. Groupement officiel SDIS 33 = GT Centre-Ouest."
"southgironde-creon","Créon","Créon","southGironde","sdisStation","sdisStation","true","5 allée Georges Brassens","Centre de secours de Créon","33670","Créon","France","5 allée Georges Brassens, 33670 Créon, France","44.77111","-0.34829","verified_official","Mairie de Créon - guide municipal ""Créon bouge 2023-2024"" (rubrique Pompiers : 5, allée Georges Brassens - 33670 Créon, tél 05 57 34 50 50)","https://files.appli-intramuros.com/website/uploads/5800/publications/creonbouge_2023-2024.pdf","Base Adresse Nationale - 5 Allée Georges Brassens 33670 Créon (44.771269, -0.347760)","https://data.geopf.fr/geocodage/search/?q=5%20allee%20Georges%20Brassens%20Creon","2026-07-29","Le registre associatif (SIRENE-RNA) mentionne l'adresse historique ""CENTRE DE SECOURS 5 CITE MILLAS 33670 CREON"" pour l'AMICALE DES SAPEURS POMPIERS DE CREON : même site, ancienne dénomination (lotissement/cité Millas). Recoupement OSM way 808788184 (check_date 2026-01-05), à 44 m du point BAN. Groupement officiel SDIS 33 = GT Centre-Est."
"southgironde-la-brede","La Brède","La Brède","southGironde","sdisStation","sdisStation","true","18 chemin du Stade","Centre d'incendie et de secours de La Brède","33650","La Brède","France","18 chemin du Stade, 33650 La Brède, France","44.68841","-0.51053","verified_official","Mairie de La Brède-Montesquieu - page ""Jeunes sapeurs pompiers"" (18 chemin du stade - 33650 LA BREDE)","https://www.labrede-montesquieu.fr/associations/jeunes-sapeurs-pompiers/","Base Adresse Nationale - 18 Chemin du Stade 33650 La Brède (44.688256, -0.510276)","https://data.geopf.fr/geocodage/search/?q=18%20chemin%20du%20Stade%2033650%20La%20Brede","2026-07-29","Recoupement OSM way 967066304 (operator SDIS 33), centroïde à 26 m du point BAN. Attention, il existe aussi un ""Chemin des Pompiers"" à La Brède situé à ~1,9 km de la caserne : ne pas confondre. Groupement officiel SDIS 33 = GT Sud-Est."
"southgironde-langon","Langon","Langon","southGironde","sdisStation","sdisStation","true","30 boulevard Jean Moulin","Centre d'incendie et de secours Langon - Saint-Macaire (site de Langon)","33210","Langon","France","30 boulevard Jean Moulin, 33210 Langon, France","44.54613","-0.25358","verified_cross_source","Annuaire des Entreprises / API recherche-entreprises (SIRENE-RNA) - ASSOCIATION DES JEUNES SAPEURS POMPIERS DE LANGON - SAINT-MACAIRE, siège ""30 BOULEVARD JEAN MOULIN 33210 LANGON"" (également AMICALE DES SAPEURS POMPIERS DU SECTEUR DE LANGON, boulevard Jean Moulin)","https://recherche-entreprises.api.gouv.fr/search?q=sapeurs%20pompiers%20Langon&departement=33","Base Adresse Nationale - 30 Boulevard Jean Moulin 33210 Langon (44.546435, -0.253451)","https://data.geopf.fr/geocodage/search/?q=30%20boulevard%20Jean%20Moulin%2033210%20Langon","2026-07-29","CIS officiellement libellé ""CIS LANGON - ST MACAIRE"" dans l'annuaire des unités territoriales du SDIS 33 : un même CIS avec deux implantations, Langon (30 bd Jean Moulin) et Saint-Macaire (secteur rue François Bergoeing, OSM way 967100658, adresse exacte non confirmée). Locaux de Langon signalés vétustes avec projet de nouvelle caserne (actu.fr, janvier 2025) : vérifier avant impression de documents. Recoupement OSM way 830858092 (addr:full ""30 boulevard Jean Moulin 33210 Langon"")."
"southgironde-le-barp","Le Barp","Le Barp","southGironde","sdisStation","sdisStation","true","9 chemin de la Scierie","Centre d'incendie et de secours du Barp","33114","Le Barp","France","9 chemin de la Scierie, 33114 Le Barp, France","44.59504","-0.75796","needs_confirmation","OpenStreetMap - way 192793530 ""Centre d'incendie et de secours du Barp"", operator SDIS 33, addr:street ""Chemin de la Scierie""","https://www.openstreetmap.org/way/192793530","Base Adresse Nationale - géocodage inverse du bâtiment : 9 Chemin de la Scierie 33114 Le Barp à 32 m","https://data.geopf.fr/geocodage/search/?q=9%20chemin%20de%20la%20Scierie%2033114%20Le%20Barp","2026-07-29","La voie (chemin de la Scierie) est confirmée par OSM et la BAN, mais le numéro 9 provient du géocodage inverse BAN et n'est corroboré par aucune source institutionnelle (aucune fiche mairie du Barp ni association enregistrée trouvée). À faire confirmer par la mairie du Barp ou le SDIS 33. Groupement officiel SDIS 33 = GT Sud-Ouest."
"southgironde-podensac","Podensac","Podensac","southGironde","sdisStation","interventionSector","false","","","","Podensac","France","","","","not_found","Annuaire SDIS - liste officielle des unités territoriales / CIS du SDIS 33 (aucun CIS Podensac : GT Sud-Est comprend Barsac, Cadillac-Béguey, La Brède, Langon-St Macaire, etc.)","https://www.annuaire-sdis.fr/sdis/gironde/groupements","Commune de Podensac - page ""Devenir jeune sapeur-pompier"" : la section couvrant Podensac est basée ""Caserne des sapeurs-pompiers 19 ZA Boisson, 33410 Béguey""","https://www.podensac.fr/actualites/citoyennete/devenir-jeune-sapeur-pompier/","2026-07-29","Aucune caserne SDIS 33 à Podensac : la commune n'apparaît pas dans la liste officielle des CIS et aucun équipement amenity=fire_station n'existe sur la commune dans OSM (requête Overpass sur le Sud-Gironde). Podensac est couverte par le CIS Cadillac-Béguey (19 chemin de Boisson, 33410 Béguey) et par le CIS Barsac (33720 Barsac). Entrée à supprimer ou à requalifier en secteur d'intervention."
"southgironde-saint-symphorien","Saint-Symphorien","Saint-Symphorien","southGironde","sdisStation","sdisStation","true","Chemin de la Passerelle","Centre d'incendie et de secours de Saint-Symphorien (numéro de voirie non confirmé)","33113","Saint-Symphorien","France","Chemin de la Passerelle, 33113 Saint-Symphorien, France","44.42682","-0.48934","needs_confirmation","OpenStreetMap - way 830853503 ""Centre d'incendie et de secours de Saint-Symphorien"", official_name ""ST SYMPHORIEN"", operator SDIS 33","https://www.openstreetmap.org/way/830853503","Base Adresse Nationale - géocodage inverse du bâtiment : Chemin de la Passerelle 33113 Saint-Symphorien à 19 m (n° 2 le plus proche)","https://data.geopf.fr/geocodage/search/?q=chemin%20de%20la%20Passerelle%2033113%20Saint-Symphorien","2026-07-29","La voie est confirmée (BAN + OSM) mais le numéro exact reste inconnu. Le registre associatif donne ""AMICALE DES SAPEURS POMPIERS DE ST SYMPHORIEN, 1 PL DE L EGLISE 33113 ST-SYMPHORIEN"", adresse située à ~150 m de la caserne (probable adresse historique de l'association et non de la caserne) : ne pas l'utiliser sans confirmation. Groupement officiel SDIS 33 = GT Sud-Est."
"southgironde-salles","Salles","Salles","southGironde","sdisStation","sdisStation","true","9 route du Martinet","Centre d'incendie et de secours de Salles","33770","Salles","France","9 route du Martinet, 33770 Salles, France","44.54897","-0.87996","verified_cross_source","Annuaire des Entreprises / API recherche-entreprises (SIRENE-RNA) - AMICALE SOCIALE, SPORTIVE ET CULTURELLE DES SAPEURS POMPIERS DU CENTRE DE SECOURS DE SALLES, siège ""9 ROUTE DU MARTINET 33770 SALLES""","https://recherche-entreprises.api.gouv.fr/search?q=sapeurs%20pompiers%20Salles&departement=33","Base Adresse Nationale - 9 Route du Martinet 33770 Salles (44.548365, -0.880326)","https://data.geopf.fr/geocodage/search/?q=9%20route%20du%20Martinet%2033770%20Salles","2026-07-29","Recoupement OSM way 148694537 (operator SDIS 33) : centroïde du bâtiment à 73 m du point BAN, cohérent avec une parcelle de caserne. La Ville de Salles confirme que l'amicale a son siège ""au centre de secours de Salles"" sans donner l'adresse (guide pratique 2024). Groupement officiel SDIS 33 = GT Sud-Ouest."
"southgironde-bazas","Bazas","Bazas","southGironde","sdisStation","sdisStation","true","2 avenue du Général Leclerc","Centre d'incendie et de secours de Bazas (site actuel, déménagement annoncé)","33430","Bazas","France","2 avenue du Général Leclerc, 33430 Bazas, France","44.43490","-0.21955","needs_confirmation","OpenStreetMap - way 830863992 ""Centre d'incendie et de secours de Bazas"", official_name ""BAZAS"", operator SDIS 33 (recoupé par géocodage inverse BAN : 2 Avenue du General Leclerc à 16 m)","https://www.openstreetmap.org/way/830863992","actu.fr (09/05/2024) - ""l'actuel centre d'incendie et de secours de Bazas, situé au carrefour de l'avenue du général Leclerc et du cours du général De Gaulle"" + nouvelle caserne avenue de Verdun, livraison prévue en 2026","https://actu.fr/nouvelle-aquitaine/bazas_33036/a-bazas-la-nouvelle-caserne-des-sapeurs-pompiers-va-devenir-bientot-realite_61042917.html","2026-07-29","Statut à confirmer : une nouvelle caserne est en construction avenue de Verdun (travaux démarrés en septembre 2024 selon Sud Ouest, https://www.sudouest.fr/gironde/bazas/bazas-les-travaux-de-la-nouvelle-caserne-de-pompiers-ont-debute-21377297.php, livraison annoncée courant 2026) et aucune source consultée ne confirme si le déménagement est effectif au 29/07/2026. La voie ""Avenue de Verdun 33430 Bazas"" existe en BAN mais sans numéro attribué à la caserne. Le registre associatif donne pour l'ASSOCIATION DES JSP BAZAS ""CASERNE DES SAPEURS POMPIERS RTE DE LANGON 33430 BAZAS"", libellé non reconnu par la BAN : non retenu. Groupement officiel SDIS 33 = GT Sud-Est."
"southgironde-cadillac","Cadillac","Cadillac","southGironde","sdisStation","sdisStation","true","19 chemin de Boisson","Centre d'incendie et de secours Cadillac-Béguey (ZA Boisson) - commune d'implantation Béguey","33410","Béguey","France","19 chemin de Boisson, 33410 Béguey, France","44.65302","-0.33363","verified_official","Commune de Podensac - ""Devenir jeune sapeur-pompier"" : ""Section du Mascaret, Caserne des sapeurs-pompiers 19 ZA Boisson, 33410 Béguey""","https://www.podensac.fr/actualites/citoyennete/devenir-jeune-sapeur-pompier/","Annuaire des Entreprises / API recherche-entreprises (SIRENE-RNA) - AMICALE DES SAPEURS POMPIERS CENTRE DE SECOURS CADILLAC BEGUEY, siège ""CENTRE DE SECOURS CADILLAC BEGUEY 19 BOISSON 33410 BEGUEY"" + BAN 19 Chemin de Boisson 33410 Béguey (44.653128, -0.334339)","https://recherche-entreprises.api.gouv.fr/search?q=amicale%20sapeurs%20pompiers%20Cadillac&departement=33","2026-07-29","Incohérence de libellé à signaler : le CIS s'appelle officiellement ""CIS CADILLAC BEGUEY"" (annuaire des unités territoriales SDIS 33) mais il est physiquement implanté sur la commune de Béguey (33410), pas sur Cadillac-sur-Garonne. Ne pas écrire ""33410 Cadillac"". Recoupement OSM way 968595759, centroïde à 57 m du point BAN. Groupement officiel SDIS 33 = GT Sud-Est."
"southgironde-la-reole","La Réole","La Réole","southGironde","sdisStation","sdisStation","true","4 avenue du Mahon","Centre d'incendie et de secours de La Réole","33190","La Réole","France","4 avenue du Mahon, 33190 La Réole, France","44.58210","-0.03219","verified_cross_source","Annuaire des Entreprises / API recherche-entreprises (SIRENE-RNA) - SECTION DE JSP (JEUNES SAPEURS POMPIERS) DE LA REOLE, siège ""4 AVENUE DU MAHON 33190 LA REOLE""","https://recherche-entreprises.api.gouv.fr/search?q=sapeurs%20pompiers%20La%20Reole&departement=33","Base Adresse Nationale - 4 Avenue du Mahon 33190 La Réole (44.582113, -0.032233), à 4 m du bâtiment OSM","https://data.geopf.fr/geocodage/search/?q=4%20avenue%20du%20Mahon%2033190%20La%20Reole","2026-07-29","Recoupement OSM way 968595761 (operator SDIS 33). Ne pas confondre avec la brigade de gendarmerie, 1 bis avenue de Mahon. Groupement officiel SDIS 33 = GT Sud-Est."
"southgironde-sauveterre-de-guyenne","Sauveterre-de-Guyenne","Sauveterre-de-Guyenne","southGironde","sdisStation","sdisStation","true","50 boulevard du 11 Novembre 1918","Centre d'incendie et de secours Sauveterre-de-Guyenne / Targon (site de Sauveterre)","33540","Sauveterre-de-Guyenne","France","50 boulevard du 11 Novembre 1918, 33540 Sauveterre-de-Guyenne, France","44.69095","-0.08945","verified_cross_source","Annuaire des Entreprises / API recherche-entreprises (SIRENE-RNA) - AMICALE DES SAPEURS POMPIERS DU CENTRE DE SECOURS DE SAUVETERRE-DE-GUYENNE, siège ""CENTRE D'INCENDIE DE SECOURS 50 BOULEVARD DU 11 NOVEMBRE 1918 33540 SAUVETERRE-DE-GUYENNE""","https://recherche-entreprises.api.gouv.fr/search?q=amicale%20sapeurs%20pompiers%20Sauveterre%20de%20Guyenne&departement=33","Base Adresse Nationale - 50 Boulevard du 11 novembre 1918 33540 Sauveterre-de-Guyenne (44.691122, -0.088799)","https://data.geopf.fr/geocodage/search/?q=50%20boulevard%20du%2011%20novembre%201918%2033540%20Sauveterre-de-Guyenne","2026-07-29","CIS officiellement libellé ""CIS SAUVETERRE DE GUYENNE / TARGON"" (annuaire des unités territoriales SDIS 33) : un seul CIS pour deux implantations distinctes, Sauveterre-de-Guyenne et Targon (voir ligne Targon). Recoupement OSM way 968595767 (operator SDIS 33), centroïde à 70 m du point BAN. Groupement officiel SDIS 33 = GT Sud-Est."
"southgironde-targon","Targon","Targon","southGironde","sdisStation","sdisStation","true","14 allée d'Amour","Centre d'incendie et de secours Sauveterre-de-Guyenne / Targon (site de Targon)","33760","Targon","France","14 allée d'Amour, 33760 Targon, France","44.73509","-0.26200","verified_cross_source","Annuaire des Entreprises / API recherche-entreprises (SIRENE-RNA) - ASSOCIATION DES JEUNES SAPEURS POMPIERS DE TARGON, siège ""CENTRE DE SECOURS DE TARGON 14 ALLEE D'AMOUR 33760 TARGON""","https://recherche-entreprises.api.gouv.fr/search?q=sapeurs%20pompiers%20Targon&departement=33","Base Adresse Nationale - 14 Allée d'Amour 33760 Targon (44.734616, -0.261821), à ~30 m du bâtiment OSM","https://data.geopf.fr/geocodage/search/?q=14%20allee%20d%27Amour%2033760%20Targon","2026-07-29","Incohérence à signaler : Targon est bien une caserne physique distincte (OSM way 968595762, operator SDIS 33, à 14 km de Sauveterre) mais elle n'est pas un CIS autonome dans l'annuaire officiel : elle fait partie du ""CIS SAUVETERRE DE GUYENNE / TARGON"". Existence de la caserne confirmée aussi par Sud Ouest (journée portes ouvertes du 21 juin 2025 à la caserne de Targon, https://www.sudouest.fr/lieux/gironde/targon/targon-une-journee-portes-ouvertes-a-la-caserne-des-pompiers-24846325.php). Groupement officiel SDIS 33 = GT Sud-Est."
"libournais-branne","Branne","Branne","libournais","sdisStation","sdisStation","true","13 rue Fort Bayard","","33420","Branne","France","13 rue Fort Bayard, 33420 Branne, France","44.828247","-0.185356","verified_official","SDIS 33 - carte officielle des groupements territoriaux et CIS (couche CIS)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Base Adresse Nationale (BAN) - 13 Rue du Fort Bayard 33420 Branne","https://api-adresse.data.gouv.fr/search/?q=13+rue+Fort+Bayard+33420+Branne","2026-07-29","Adresse issue de la couche CIS officielle du SDIS 33 (CIS BRANNE). Recoupee par la BAN (13 Rue du Fort Bayard) et par OpenStreetMap (CIS de Branne, way 967073694, 44.82823/-0.18534). Le libelle BAN officiel est 'rue du Fort Bayard'."
"libournais-castillon-la-bataille","Castillon-la-Bataille","Castillon-la-Bataille","libournais","sdisStation","sdisStation","true","7 chemin des Vignes","","33350","Saint-Magne-de-Castillon","France","7 chemin des Vignes, 33350 Saint-Magne-de-Castillon, France","44.851324","-0.063153","verified_official","SDIS 33 - carte officielle des groupements territoriaux et CIS (couche CIS)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Base Adresse Nationale (BAN) - 7 Chemin des Vignes 33350 Saint-Magne-de-Castillon","https://api-adresse.data.gouv.fr/search/?q=7+chemin+des+Vignes+Saint-Magne-de-Castillon","2026-07-29","ATTENTION commune reelle differente du nom de l'entree: le CIS est nomme 'CASTILLON/SAINT-MAGNE' dans la couche CIS officielle du SDIS 33 et il est physiquement implante sur la commune de Saint-Magne-de-Castillon (33350), et non a Castillon-la-Bataille. Recoupe par la BAN et par OpenStreetMap (CIS de Castillon-la-Bataille, way 890842111, chemin des Vignes, 44.85129/-0.06330)."
"libournais-coutras","Coutras","Coutras","libournais","sdisStation","sdisStation","true","19 rue du Général Soulé","","33230","Coutras","France","19 rue du Général Soulé, 33230 Coutras, France","45.044549","-0.123189","verified_official","SDIS 33 - carte officielle des groupements territoriaux et CIS (couche CIS)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Base Adresse Nationale (BAN) - 19 Rue du General Soule 33230 Coutras","https://api-adresse.data.gouv.fr/search/?q=19+rue+du+General+Soule+Coutras","2026-07-29","Adresse issue de la couche CIS officielle du SDIS 33 (CIS COUTRAS). Le centre est commande conjointement avec Lapouyade ('CIS COUTRAS / LAPOUYADE' dans l'Annuaire SDIS) mais dispose de son propre site a Coutras. Recoupee par la BAN, par OpenStreetMap (way 967065481, rue du General Soule) et par le registre officiel SIRENE/Annuaire des Entreprises (AMICALE DES SAPEURS POMPIERS DE COUTRAS, CENTRE DE SECOURS 19 RUE DU GENERAL SOULE 33230 COUTRAS)."
"libournais-libourne","Libourne","Libourne","libournais","sdisStation","sdisStation","true","26 rue du Général de Monsabert","Acces secondaire: 11 rue de la Lamberte","33500","Libourne","France","26 rue du Général de Monsabert, 33500 Libourne, France","44.914606","-0.223062","verified_official","SDIS 33 - carte officielle des groupements territoriaux et CIS (couche CIS)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Base Adresse Nationale (BAN) - 26 Rue du General de Monsabert 33500 Libourne","https://api-adresse.data.gouv.fr/search/?q=26+rue+du+General+de+Monsabert+Libourne","2026-07-29","CONFIRME: le CIS Libourne partage bien l'adresse du siege du Groupement territorial Nord-Est (26 avenue/rue du General Monsabert, 33500 Libourne) donnee par l'Annuaire SDIS. La couche CIS officielle du SDIS 33 indique '26 RUE DU GENERAL DE MONSABERT (11 RUE DE LA LAMBERTE), LIBOURNE'. Le libelle officiel BAN est 'rue du General de Monsabert' (et non 'avenue'). Recoupe aussi par le registre SIRENE (AMICALE DES SAPEURS POMPIERS DE LIBOURNE, 26 RUE DU GENERAL DE MONSABERT 33500 LIBOURNE) et par OpenStreetMap (way 967073691)."
